71.389	82.902	66.643	78.178	64.887	69.187	79.334	80.718	74.96	89.204	81.117	77.961	60.501	62.204	60.117	60.221	89.839	79.471	74.455	85.426	56.611	69.103	72.696	71.031	69.89	74.752	89.44	83.596	65.352	86.806	59.915	61.446	85.539	98.182	73.087	81.551	78.977	82.355	88.491	79.024	89.86	77.417	66.873	64.746	71.359	69.404	81.407	70.66	70.586	78.539	58.707	81.894	78.552	71.705	70.199	57.304	75.534	74.844	85.383	67.886	83.362	71.3	85.139	63.432	71.533	81.102	80.387	100.04	73.11	59.557	74.048	94.475	64.947	59.976	62.596	82.208	69.913	79.44	64.246	84.768	80.075	87.881	80.501	79.247	81.12	71.106	73.85	65.728	89.41	79.69	69.178	78.682	87.284	72.647	73.164	93.517	86.344	66.062	70.661	99.867	73.396	63.53	80.741	68.176	79.22	80.419	73.099	87.603	74.041	75.333	72.15	91.003	72.517	64.445	62.701	79.156	78.422	98.329	88.645	72.8	89.402
70.444	87.695	69.63	86.197	69.116	67.525	79.636	72.662	76.445	87.305	78.02	83.779	61.946	66.961	58.314	66.434	88.592	83.312	70.695	86.602	66.229	66.243	76.365	75.695	71.739	73.25	87.762	89.782	67.509	87.906	60.718	58.443	86.803	95.972	70.316	82.019	84.853	83.461	91.205	78.303	87.478	74.79	61.04	68.172	80.225	63.423	78.316	67.507	72.613	73.819	60.099	80.109	73.92	70.854	75.958	55.303	77.058	70.921	84.47	65.017	88.658	75.133	89.912	70.289	73.929	82.848	81.923	95.3	68.475	72.041	65.07	96.885	70.47	63.22	59.754	80.646	68.756	71.758	68.38	86.056	83.057	84.646	83.97	82.284	81.518	72.138	77.211	71.907	88.8	85.605	67.045	77.32	82.245	75.091	80.882	92.603	91.015	70.383	69.818	98.368	70.653	64.779	85.691	71.955	73.195	72.536	67.557	85.351	85.784	70.619	64.205	82.879	67.593	60.671	60.54	78.788	74.436	98.286	83.8	68.549	96.108
88.967	90.494	91.704	94.83	90.889	146.95	90.728	92.542	106.43	84.573	77.396	108.07	85.308	106.17	79.612	100.51	72.496	77.503	83.973	72.646	100.25	92.806	69.592	95.222	86.634	79.813	74.572	87.975	109.57	80.008	125.9	111.53	87.635	81.877	143.39	83.43	91.332	92.031	79.372	75.567	84.82	100.74	89.2	92.856	71.876	69.112	74.995	89.219	93.019	151.71	92.127	90.922	75.834	95.902	87.493	109.87	91.519	87.032	79.145	87.239	95.988	85.629	85.68	167.24	86.624	95.443	97.017	82.246	91.661	95.34	106.77	78.865	84.571	98.287	91.503	77.793	83.838	91.759	101.08	81.11	89.837	78.01	86.47	79.952	69.887	81.424	97.979	106.04	78.563	92.914	117.73	101.71	78.231	94.625	94.086	78.656	102.16	92.672	87.411	89.824	86.014	96.546	86.259	103.64	90.429	82.936	100.58	96.942	82.223	99.655	92.85	101.9	77.772	118.7	96.295	88.482	84.538	83.697	88.635	83.424	72.512
95.575	80.914	118.39	86.144	114.98	102.08	76.851	91.339	81.669	77.129	78.296	85.73	96.574	93.864	117.46	132.82	72.486	83.264	85.06	73.997	109.31	92.359	79.607	85.081	84.696	80.599	74.222	84.417	110.24	77.212	123.05	92.581	76.616	77.63	141.48	96.564	82.849	84.183	79.081	96.12	77.367	85.966	108.69	81.755	97.151	106.06	85.715	96.539	86.519	152.42	88.346	81.399	71.941	107.78	85.879	132.64	96.346	106.28	77.409	100.55	75.783	77.855	72.741	129.29	118.2	72.92	69.368	72.534	107.53	104.04	80.131	69.753	111.31	98.878	82.772	92.076	74.468	140.9	106.23	74.379	88.766	80.902	84.806	93.157	74.168	93.763	87.408	119.7	70.68	91.719	87.564	89.078	73.731	93.98	88.14	67.464	72.378	87.536	94.113	84.899	92.867	91.13	73.882	78.73	84.52	82.846	83.012	64.455	88.595	79.11	84.484	62.327	97.072	95.923	109.76	77.44	90.659	70.291	69.926	105.57	72.422
61.707	81.187	79.247	78.971	68.66	67.569	85.673	71.415	87.169	81.867	81.893	71.824	104.4	76.567	86.685	69.997	75.952	89.262	78.748	78.405	84.639	79.1	71.772	79.548	69.755	78.741	79.028	87.251	74.946	83.517	66.643	87.827	83.462	81.158	72.362	81.401	74.607	91.335	80.376	67.244	75.407	75.984	74.847	70.306	71.659	108.16	80.687	83.612	70.448	71.767	70.985	67.379	67.793	66.737	92.338	79.459	68.505	70.832	89.495	68.273	81.956	78.706	83.261	63.981	94.605	67.793	79.683	84.271	77.033	73.131	85.904	75.909	76.827	77.461	86.168	83.602	80.831	87.429	72.526	93.317	84.857	90.231	82.026	67.094	79.164	81.613	66.561	74.802	81.229	79.064	69.562	71.999	79.362	74.354	68.229	85.591	78.341	77.072	88.135	88.231	69.3	71.237	73.916	82.039	74.117	80.639	75.292	80.365	70.937	64.216	64.952	77.204	86.642	65.765	69.529	67.922	90.92	79.414	81.481	81.97	79.413
71.781	96.123	68.364	100.88	76.947	165.25	94.181	102.17	110.29	83.778	85.418	95.886	79.871	85.981	72.842	85.741	74.024	83.125	88.168	75.715	83.854	90	69.762	98.697	97.499	79.268	100.21	85.918	79.072	75.001	90.488	103.24	89.847	84.89	89.25	91.188	95.527	83.183	90.945	99.807	79.111	91.06	72.827	85.005	96.3	60.242	65.097	78.306	93.29	89.712	79.756	82.837	76.722	80.212	77.746	81.435	96.798	61.604	77.243	100.31	101.16	85.859	81.924	145.11	66.791	91.587	104.07	78.928	69.398	85.125	103.69	80.068	71.606	84.812	80.091	74.854	83.517	62.793	96.027	77.843	95.06	75.499	85.609	88.691	78.816	79.273	91.284	75.052	92.693	102.87	109.97	87.86	96.376	77.856	84.306	77.724	92.83	88.475	75.049	117.76	81.251	95.783	89.91	95.708	68.923	74.967	90.681	75.649	72.96	83.257	88.948	103.6	77.935	109.59	75.972	68.813	81.849	84.445	99.227	74.709	84.832
104.07	78.256	111.1	96.393	112.92	82.594	72.577	86.178	73.251	83.031	78.474	86.894	68.715	91.063	79.786	135.22	80.244	74.381	78.55	71.524	88.336	79.061	76.522	71.666	73.996	80.698	73.106	85.582	115.94	79.737	126.25	82.769	80.369	81.582	108.12	103.96	81.205	72.586	75.305	83.89	88.701	70.417	89.846	85.118	67.378	84.209	96.048	83.93	98.771	129.02	85.5	89.22	89.04	128.17	76.849	85.326	94.807	115.74	74.676	101.03	75.46	78.206	70.384	177.97	82.464	80.974	75.372	73.698	91.349	85.972	72.048	82.267	89.61	79.859	69.946	90.138	88.861	87.487	88.154	82.367	84.955	80.98	82.831	101.39	71.775	87.092	93.854	88.668	76.666	94.213	94.026	101.48	83.168	100.68	95.102	69.953	83.396	86.163	74.226	70.085	100.83	81	69.338	68.074	93.296	81.242	81.693	69.806	82.28	93.597	96.884	63.894	76.877	90.664	118.48	86.64	79.018	75.971	79.835	104.36	69.333
81.295	80.308	96.161	61.128	84.417	96.624	87.825	70.2	83.185	79.423	78.16	83.348	111.35	86.064	105.29	101.04	83.782	81.87	71.075	70.923	91.718	85.44	80.353	79.294	87.632	84.396	82.583	74.621	80.643	66.373	78.288	92.849	86.132	85.234	96.736	86.051	95.576	89.514	74.654	73.023	72.872	87.888	91.89	77.408	88.88	117.51	82.825	92.438	65.672	78.169	84.105	72.374	79.402	76.606	104.14	101.62	65.303	98.947	81.831	65.799	70.056	92.241	81.833	66.047	153.04	76.68	87.959	73.753	82.6	126.82	81.775	69.796	89.651	78.95	100.6	105.79	83.932	120.07	81.862	88.135	72.035	79.584	65.324	71.533	81.88	85.253	59.338	81.54	80.792	73.637	77.245	100.48	76.902	82.178	66.425	77.303	69.402	83.181	109.43	87.809	80.792	74.567	69.719	107.27	101.43	76.912	72.144	80.216	76.996	81.762	76.856	74.515	117.09	77.209	85.521	65.243	98.622	73.706	77.547	113.86	81.112
75.875	81.533	73.032	110.39	75.156	137.8	98.999	93.615	105	80.875	88.001	71.747	94.298	80.177	80.213	62.406	77.006	82.139	75.671	89.897	102.62	71.665	86.389	83.103	76.055	80.258	90.38	73.246	62.274	81.44	84.888	92.781	91.372	75.992	81.641	74.337	97.264	80.078	83.224	94.715	82.773	84.066	75.634	70.922	135.22	93.172	89.881	79.659	77.691	93.842	84.192	87.511	74.598	73.721	97.952	103.76	88.546	58.89	75.923	85.488	95.198	86.084	76.001	101.19	97.74	94.47	114.82	85.552	66	81.483	91.632	89.721	77.929	82.692	104.59	81.327	81.856	91.035	96.222	84.463	93.729	71.931	77.974	74.887	82.979	74.523	75.74	113.52	91.436	92.446	96.38	80.755	93.733	70.96	65.859	79.375	85.574	76.886	77.824	113.36	81.644	79.429	78.775	71.283	68.687	84.115	105.83	76.954	72.546	78.668	82.5	94.951	82.99	120.69	73.268	85.364	81.463	74.31	92.967	66.492	82.894
90.463	82.389	79.051	76.892	93.311	58.719	64.356	78.735	75.826	87.225	85.36	86.97	61.096	82.526	66.284	105.88	86.035	70.732	74.027	75.152	66.681	73.457	72.341	68.077	86.52	79.548	82.795	101.08	99.54	95.506	96.372	94.713	85.237	87.335	85.272	101.07	79.042	80.092	86.333	84.709	92.188	80.928	68.323	80.282	59.371	62.866	84.979	76.201	90.416	107.8	78.021	90.527	77.74	126.42	77.911	66.037	94.187	90.41	78.42	87.788	73.33	86.538	88.465	164.48	70.023	93.454	75.529	85.831	76.786	70.767	72.385	84.925	84.894	74.326	64.185	66.958	82.144	62.348	76.331	87.003	79.868	80.992	78.439	80.733	75.924	80.834	108.36	79.144	71.096	80.482	88.884	90.462	87.622	80.661	100.51	83.859	90.296	75.769	59.447	82.466	99.572	73.881	80.642	72.848	79.044	82.933	82.995	97.054	82.043	101.09	100.43	74.211	73.128	89.22	95.689	99.198	70.342	96.691	86.043	82.457	82.041
