171.19	151.28	170.08	183.05	158	131.56	166.35	134.55	243.4	172.92
171.26	151.99	168.07	178.5	158.01	130.97	160.94	146.34	217.08	172.36
445.82	362.09	262.71	387.56	277.36	302.91	266.11	280.16	292.83	378.14
528.96	443.94	323.34	243.48	288.56	221	257.54	226.38	294.31	250.42
60.978	104.72	69.909	72.168	81.235	84.224	80.681	88.674	97.783	71.185
70.595	81.111	74.964	104.84	101.13	89.142	72.84	78.289	84.84	80.545
140.38	263.92	156.56	260.71	237.95	262.17	216.28	271.46	217.33	265.02
99.865	167.2	220.28	202.09	255.89	231.05	252.97	236.72	251.25	212.87
118.74	123.85	109.43	106.09	125.82	115.57	119.97	125.59	131.83	111.48
101.68	90.462	109.52	110.79	115.33	100.54	132.45	121.19	116.68	121.29
173.96	227.12	219.48	183.07	186.21	176.4	203.61	173.76	149.9	169.71
163.37	95.867	95.471	114.58	139.36	134.78	135.27	120.33	140.64	124.66
89.21	98.045	95.68	99.249	102.53	87.317	79.265	80.766	89.954	78.54
71.166	85.175	90.634	104.67	86.572	96.067	87.692	95.729	85.989	104.2
95.155	86.628	105.88	121.49	105.16	99.889	107.19	103.76	92.419	106.71
180.8	228.73	168.7	111	124.5	122.93	133.25	136.66	134.75	140.02
67.519	69.874	68.5	79.943	88.902	64.458	71.186	71.736	74.471	72.878
102.64	99.36	78.459	83.889	60.975	64.947	75.233	72.14	70.254	64.577
99.693	88.705	90.254	99.96	86.391	101.65	96.205	106.97	93.208	81.811
83.256	115	116.3	107.83	110.91	96.877	94.678	108.33	101.99	97.142
74.824	62.013	67.918	87.87	75.472	71.485	68.058	75.335	70.1	62.549
75.662	114.07	117.51	141.07	109.21	124.51	101.2	120.94	116.25	119.61
107.88	142.17	121.96	84.272	90.763	92.591	96.629	91.669	102.39	100.78
119.97	116.74	127.81	134.64	127.59	127.47	106.35	114.34	112.15	110.16
173.26	165.42	136.37	91.567	100.11	101.36	94.811	97.178	105.55	92.508
97.913	78.688	72.579	72.827	81.558	76.469	84.173	88.606	79.551	78.671
121.3	102.42	111.5	82.574	93.004	86.298	89.933	79.877	76.108	71.199
108.33	101.66	94.171	128.11	107.89	114.02	99.399	96.458	84.328	105.14
78.024	147.86	157	163.74	153.65	146.91	156.72	139.19	166.16	134.67
73.687	102.4	92.104	74.209	85.186	71.562	83.465	68.089	85.602	61.323
145.71	136.62	118.4	155.75	118.5	117.06	118.49	100.31	96.876	111.9
131.77	144.62	102.59	126.35	105.55	93.323	117.31	93.355	106.34	88.825
66.402	88.707	67.791	85.22	81.515	89.056	87.872	87.291	85.113	82.636
107.61	97.138	88.395	87.061	80.451	70.556	74.905	69.142	70.491	74.496
60.379	70.051	57.243	92.628	70.755	63.008	71.566	65.263	82.153	83.921
78.028	104.1	85.483	112.11	99.508	95.237	94.523	105.15	95.561	100.38
98.207	128.17	96.514	89.978	80.501	76.712	69.705	85.071	74.263	78.211
54.081	68.417	67.819	67.805	70.836	62.466	58.017	69.994	59.294	62.416
95.325	101.87	79.452	79.408	76.37	77.026	70.575	69.259	75.674	73.137
107.74	85.504	94.092	86.924	88.095	87.659	95.357	91.63	90.024	86.933
74.439	87.79	69.843	76.997	66.957	56.903	61.813	72.865	58.912	59.945
53.545	64.714	63.568	65.859	60.136	68.31	68.118	65.366	63.939	64.183
68.804	72.814	62.472	68.346	57.731	57.733	64.37	61.434	58.273	64.114
94.576	119.13	77.728	93.882	88.632	76.371	96.748	75.652	86.219	81.89
58.604	85.887	64.473	84.913	95.082	79.563	58.601	77.994	64.83	66.8
90.205	107.81	87.684	67.318	73.427	87.374	58.89	82.195	97.254	78.616
97.529	89.58	78.289	102.22	93.537	63.254	95.929	84.136	105.3	74.225
62.067	73.886	66.386	69.383	71.116	79.041	63.58	77.142	68.251	76.029
88.443	120.2	86.435	101.04	101.31	78.308	92.968	93.212	102.1	93.227
84.998	62.666	57.413	57.624	77.159	52.363	65.726	61.181	58.252	55.014
71.829	89.019	71.492	59.922	76.664	55.285	73.068	68.355	56.766	58.938
102.74	105.16	80.767	92.91	86.982	86.998	84.449	75.39	69.556	96.953
81.616	86.946	63.971	77.006	82.54	72.222	81.3	75.049	72.695	82.49
68.486	120.68	83.002	83.459	76.707	76.402	76.28	77.337	72.968	77.288
83.176	87.553	71.159	77.062	71	62.804	71.052	71.922	69.507	81.62
78.49	106.68	87.449	92.061	83.157	84.186	80.656	86.43	73.401	76.932
139.34	111.02	108.25	97.94	96.431	89.399	99.629	96.981	85.543	90.147
87.101	83.441	85.742	98.445	78.343	77.734	69.125	87.34	74.278	90.9
113.9	77.757	81.294	76.845	73.711	87.967	70.41	78.043	69.65	65.522
110.75	92.098	99.223	110.59	113.33	107.49	102.59	107.58	85.633	94.649
95.033	170.73	139.06	148.05	157.29	140.19	135.11	145.2	156.53	129.37
71.336	72.709	66.492	75.329	74.289	62.166	69.656	67.474	76.177	65.358
77.115	114.52	81.927	99.666	91.669	93.518	72.066	69.591	68.796	85.273
138.44	105.98	95.91	107.11	108.62	99.351	111.59	96.904	115.34	101.96
80.199	101.39	93.749	106.81	98.964	99.151	88.874	108.34	100.91	118.27
104.75	88.315	79.425	90.947	88.895	81.504	89.931	81.509	93.869	90.599
91.303	113.35	110.94	114.65	111.85	100.22	105.53	110.13	109.84	108.4
84.234	117.98	101.69	89.741	102.43	89.33	97.088	99.146	121.95	103.89
91.715	101.52	98.198	118.35	106.2	95.471	98.479	116.81	102.9	102.2
85.852	119.22	113.3	87.633	107.11	87.338	100.04	80.691	88.098	88.721
65.095	64.274	59.057	65.433	64.821	59.363	59.853	59.2	73.692	60.505
87.146	91.762	86.102	82.447	77.529	93.453	93.658	81.286	71.822	83.454
128.89	91.583	85.777	98.193	102.32	104.77	90.681	103.01	85.026	108.27
83.537	84.551	85.52	101.57	105.83	91.794	83.376	94.393	97.565	102.24
62.128	72.7	49.345	68.785	70.089	58.793	52.515	66.544	69.523	64.051
98.687	111.14	109.24	131.56	102.61	114.86	93.946	122.12	95.449	114.3
86.488	126.1	116.99	101.81	131.24	106.57	132.29	114.45	150.06	125.33
114.54	122.4	110.67	137.96	134.91	124.11	109.13	125.68	124.12	119.12
97.096	80.702	79.061	80.17	95.885	66.689	85.006	77.938	79.407	81.977
111.41	162.96	77.304	150.01	121.83	102.42	124.07	121.3	114.26	135.92
383.56	358.61	269.11	285.92	262.08	243.13	234.4	206.05	239.89	212.35
99.927	130.47	102.96	131.27	159.12	170.8	164.71	170.79	169.39	186.79
65.678	94.585	94.589	113.53	118.87	114.62	125.64	105.11	122.66	125.19
140.17	113.89	91.596	169.74	143.05	123.6	130.54	100.71	112.47	126.83
327.11	234.56	270.7	340.5	325.05	333.86	282.19	333.36	308.43	343.01
120.28	154.85	181.18	115.48	171.63	123.3	142.37	112.21	138.1	139.8
86.855	83.449	77.683	98.88	85.461	80.239	78.533	82.392	75.109	78.418
346.21	304.19	171.54	227.48	210.67	186.86	386.66	453.6	144.57	171.13
503.05	1205.3	1021.4	1345.5	1366.7	1525.8	1235.7	1666.8	1582.8	1403.5
112.95	200.87	145.77	347.33	215.84	225	226.79	276.24	237.64	232.93
126.35	411.39	271.6	253.62	208.97	233.72	209.02	243.21	303.74	485.33
1227.7	1284.1	1490.4	1341.1	1603.6	1120.7	1755.4	1113.9	1596.5	1297.4
114.04	108.78	196.13	84.169	98.6	82.944	113.79	83.361	101.54	73.342
119.1	74.975	80.958	63.823	60.509	70.035	81.852	80.595	72.681	57.549
341.05	259.44	166.46	229.65	129.83	196.7	191.91	147.35	148.54	155
105.79	283.36	183.24	197.46	235.42	266.97	248.42	273.09	279.31	246.31
47.509	84.256	77.391	95.249	110.29	103.82	89.235	108.56	110.6	91.447
83.6	98.192	81.861	131.24	105.96	121.47	110.59	122.01	115.11	126.83
106.48	176.26	186.09	234.22	218.89	206.79	215.65	176.63	241.82	195.94
190.64	256.97	275.87	176.38	215	145.61	214.4	173.96	218.62	140.94
101.55	88.576	112.1	88.558	101.82	87.138	110.02	102.59	110.5	99.693
68.364	108.55	117.63	93.915	88.039	75.323	79.564	86.665	74.535	84.133
116.48	99.127	111.41	123.85	127.06	124.02	143.45	147.55	136.58	127.61
106.03	123.71	140.53	154.3	132.95	126.66	123.7	138.95	132.49	143.6
84.715	134.43	91.966	100.73	93.001	89.132	87.806	91.098	116.48	103.12
58.739	87.498	62.182	82.229	73.919	68.368	68.69	80.49	80.604	76.109
180.94	212.61	124.52	125.05	98.687	96.834	104.86	117.53	113.58	105.71
98.031	111.38	91.363	96.42	101.16	91.256	94.434	108.33	101.11	87.401
72.831	80.521	71.879	63.107	76.133	68.136	63.147	64.429	68.792	65.74
64.031	59.354	61.264	82.148	62.436	65.195	66.4	74.345	59.068	73.427
77.494	139.57	142.63	162.96	148.82	140.61	139.43	131.08	126.18	129.34
106.4	103.73	99.489	124.52	90.081	87.207	92.582	99.193	89.635	84.381
109	126.33	114.57	136.32	140.51	131.59	122.47	102.2	111.96	115.15
135.98	169.39	159.27	95.26	101.1	93.271	116.5	85.617	107.24	102.33
92.804	79.721	96.031	95.72	85.422	90.469	91.871	82.78	82.47	95.706
192.14	130.25	130.5	103.2	92.558	90.479	105.79	82.366	100.79	104.53
91.749	91.885	82.396	98.359	100.21	104.12	96.905	107.19	101.11	116.65
63.275	85.312	94.463	95.275	105.91	90.207	98.217	93.847	95.39	85.039
93.587	109.72	102.79	110.23	74.2	80.828	68.881	90.805	82.198	93.95
144.94	186.48	168.24	196.67	166.79	128.39	137.93	132.93	154.06	155.91
79.969	105.14	101.85	73.675	80.871	75.252	95.409	74.236	99.545	76.209
85.857	73.611	86.968	84.509	72.562	73.35	77.138	77.093	65.978	71.245
128.85	115.74	110.47	87.071	81.472	73.792	73.738	83.386	80.683	73.623
72.271	86.873	71.346	81.773	90.266	87.034	99.763	84.413	100.36	87.127
104.68	113.62	106.47	99.092	105.36	86.055	102.92	94.391	106.6	87.533
71.105	98.313	75.064	73.851	76.201	74.158	81.585	73.831	75.973	73.361
61.916	88.023	77.121	79.29	73.177	73.084	71.252	71.871	74.072	71.003
101.47	137.8	102.37	95.49	94.767	89.331	95.796	96.085	92.857	103.36
80.08	74.118	76.764	71.435	77.477	75.749	79.146	82.929	80.183	71.874
68.412	75.013	70.679	66.509	67.933	52.982	64.211	77.239	61.897	57.096
74.708	85.458	61.797	71.129	75.152	73.821	64.559	73.82	66.244	70.286
89.952	96.393	81.139	82.509	82.981	79.893	67.977	80.923	82.125	79.546
72.056	89.314	74.409	84.469	88.767	80.605	69.185	70.407	70.547	63.049
67.096	59.19	66.124	72.23	70.695	64.733	66.78	62.378	56.907	61.168
92.076	118.82	73.958	74.248	75.093	65.225	73.704	64.457	62.849	69.776
87.314	90.059	89.603	71.552	102.7	67.435	110.08	84.017	81.372	77.848
68.01	110.04	112.94	95.685	94.824	116.16	85.231	86.509	100.29	91.52
73.712	82.497	72.868	67.757	67.174	59.752	81.253	59.747	92.064	72.421
65.003	67.862	59.52	63.98	48.705	61.119	68.642	62.198	75.476	76.631
91.209	101.81	71.685	89.012	71.35	67.941	69.669	79.427	88.605	74.52
109.22	86.705	81.697	70.009	68.553	67.23	85.567	81.094	86.063	77.51
